Time,Displacement,Force,Strain 1
150.536,14.2979,15.3917,12.0544
150.537,14.298,14.883,12.1162
150.538,14.2981,14.3617,12.1786
150.539,14.2982,13.8303,12.242
150.54,14.2984,13.2913,12.3075
150.541,14.2985,12.7472,12.3764
150.542,14.2987,12.2005,12.4494
150.543,14.2989,11.6535,12.5257
150.544,14.2991,11.1083,12.604
150.545,14.2993,10.5671,12.6829
150.546,14.2995,10.0315,12.7616
150.547,14.2997,9.5032,12.8402
150.548,14.2999,8.9835,12.9191
150.549,14.3001,8.4738,12.9979
150.55,14.3004,7.9752,13.076
150.551,14.3006,7.4885,13.1522
150.552,14.3008,7.0147,13.2259
150.553,14.3011,6.555,13.2965
150.554,14.3013,6.1102,13.3639
150.555,14.3016,5.6806,13.428
150.556,14.3018,5.2662,13.4886
150.557,14.3021,4.8669,13.5457
150.558,14.3023,4.4828,13.5996
150.559,14.3026,4.114,13.6506
150.56,14.3028,3.7607,13.699
150.561,14.3031,3.4232,13.7444
150.562,14.3033,3.1015,13.7867
150.563,14.3035,2.7953,13.8257
150.564,14.3038,2.5045,13.8619
150.565,14.304,2.2289,13.8957
150.566,14.3042,1.9681,13.9271
